,q,que,ai_answer,actual_send_answer,kb_ids,new_refer
371,哪里发货,"[{""role"":""user"",""content"":""我已拼单成功,能尽快帮我发货吗？""},{""role"":""assistant"",""content"":""亲 过年期间订单积压 仓库发货量大 仓库按照过年期间订单顺序发出 我们也会尽快的哦。""},{""role"":""user"",""content"":""我已拼单成功,能尽快帮我发货吗？""},{""role"":""user"",""content"":""哪天发货""},{""role"":""user"",""content"":""我已找拼多多催促发货,请尽快帮我发货""},{""role"":""assistant"",""content"":""亲 过年期间订单积压 仓库发货量大 仓库按照过年期间订单顺序发出 我们也会尽快的哦。""},{""role"":""user"",""content"":""不急,尽快就行""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""哪里发货""}]","亲亲,山东仓发货。","亲,山东枣庄发货","17, 18","['问题：""从哪里发货"", 答案：""山东枣庄发货的亲""', '问题：""从哪里发货"", 答案：""山东枣庄""', '问题：""从哪里发货？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好的哪里发货？"", 答案：""好的亲🌹""', '问题：""你们那里发货从哪发货"", 答案：""亲亲，我们是在山东枣庄发货的哦。""']"
372,咋没有杯子勺子,"[{""role"":""user"",""content"":""咋没有杯子勺子""}]","亲,我们这款商品没有杯子勺子哦,您可以自行购买哦~","看选项哦亲,选项上面有写的就送,没有写的就不送哦",18,"['问题：""亲，我有杯怎么没有勺子"", 答案：""亲 收到的时候 快递外包装有没有破损""', '问题：""杯勺子咋没给带"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""这勺子都没有怎么办"", 答案：""亲 可以用自己的勺子哦""', '问题：""亲我买这个咋没有勺子哪"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""咋没有玻璃杯勺呢？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""']"
373,我发的这一款是三斤三袋咯,"[{""role"":""user"",""content"":""我发的图片是小麦胚芽吗？""},{""role"":""user"",""content"":""这款质量是一样吗？""},{""role"":""assistant"",""content"":""亲,袋装和瓶装的质量都是一样的哦,只是包装不同。""},{""role"":""user"",""content"":""我发的这一款是三斤三袋咯""}]","亲,这款是三斤三袋哦~",是的,"17, 18","['问题：""三袋三斤吗是袋装的吧"", 答案：""袋装是1斤""', '问题：""3袋3斤的吗我付款10.9元"", 答案：""什么问题呢亲""', '问题：""这个是袋装吗？三代三斤？"", 答案：""亲，袋装是1斤哦~三袋3斤哈""', '问题：""一袋是一斤装3袋三斤"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""你发这个干吗，不明白，三袋，3斤是净重吗"", 答案：""一袋500g 亲""']"
374,发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]","亲,发中通、极兔、邮政快递,仓库会选择适合您地区的快递发出呢。","极兔 中通,邮政,不指定快递,仓库随机发","18, 8","['问题：""发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""', '问题：""发什么快递"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""']"
375,不可以指定极兔吗？,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""极兔 中通,邮政,不指定快递,仓库随机发""},{""role"":""user"",""content"":""不可以指定极兔吗？""}]","不可以哦,我们仓库随机发极兔中通邮政快递。",不可以哦,"18, 8","['问题：""可以备注极兔吗？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""请不要极兔快递"", 答案：""亲，不支持指定快递哦，已发出是极兔的""', '问题：""我知道不指定，可是极兔这边罢工没人送，我昨天才退掉你们又发极兔"", 答案：""实在抱歉亲咱这边没法指定""', '问题：""不要发极兔可以吗我这边极兔好像倒闭了"", 答案：""没法指定哈亲""', '问题：""亲发极兔好的"", 答案：""不支持指定哈""']"
376,请问一下是纯山药粉吗？,"[{""role"":""user"",""content"":""请问一下是纯山药粉吗？""}]","亲,是纯山药粉哦~",是的,18,"['问题：""请问你们的山药粉，是属于去皮熟山药粉吗？产地在何处？"", 答案：""亲，我们公司在山东枣庄，山药产地是温县怀山药哈""', '问题：""你好你们发的山药粉，怎么没有山药味"", 答案：""亲亲，我们家的山药粉口感和味道都是很好的""', '问题：""这个粉可以吗含糖吗？"", 答案：""无蔗糖的 本身含糖""', '问题：""你这个铁棍山药粉是河南温县的吗？"", 答案：""山东枣庄发货的亲""', '问题：""是不是熟粉？"", 答案：""是的亲熟的哈冲泡即可食用""']"
377,是新日期吗？,"[{""role"":""user"",""content"":""请问一下是纯山药粉吗？""},{""role"":""assistant"",""content"":""是的""},{""role"":""user"",""content"":""好下单""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""5桶是5斤吗？""},{""role"":""user"",""content"":""好""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""是新日期吗？""}]","亲,我们的商品都是近期生产的,具体的生产日期可以在商品上查看哦~","亲,我们的商品都是近期生产",18,"['问题：""这是生产日期吗？"", 答案：""好的亲这边帮您反馈一下""', '问题：""<运营问题>日期新鲜吗？"", 答案：""都是近期的""', '问题：""发什么快递？是新的日期吗"", 答案：""亲，我们发极兔、中通、邮政快递，不指定快递，仓库随机发哦~""', '问题：""亲我下单了都是新日期包运费险的吧？"", 答案：""亲 日期是近期的""', '问题：""这个日期是近期的，可以"", 答案：""亲 确认收货后与我们联系哦""']"
378,"我下单了,叫张晓丽的,买了5桶","[{""role"":""user"",""content"":""请问一下是纯山药粉吗？""},{""role"":""assistant"",""content"":""是的""},{""role"":""user"",""content"":""好下单""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""5桶是5斤吗？""},{""role"":""user"",""content"":""好""},{""role"":""assistant"",""content"":""�""},{""role"":""user"",""content"":""是新日期吗？""},{""role"":""assistant"",""content"":""亲,我们的商品都是近期生产""},{""role"":""user"",""content"":""我下单了,叫张晓丽的,买了5桶""}]","好的,亲,您的订单已经下单成功,我们会尽快为您发货的。","好的,亲",18,"['问题：""是一斤的一桶我买了"", 答案：""亲，一桶的重量是500g哦~""', '问题：""下单了四斤"", 答案：""亲，下单后48小时内会发货哦，具体发货时间以物流信息为准哈。""', '问题：""我已经下单了"", 答案：""看下亲""', '问题：""29元6角5分，共几罐"", 答案：""您的订单是5罐亲""', '问题：""下单了"", 答案：""已备注亲""']"
379,"我买这一款,质量要好一点吗？","[{""role"":""user"",""content"":""这款质量是一样吗？""},{""role"":""assistant"",""content"":""亲,袋装和瓶装的质量都是一样的哦,只是包装不同。""},{""role"":""user"",""content"":""我发的这一款是三斤三袋咯""},{""role"":""assistant"",""content"":""是的""},{""role"":""user"",""content"":""好的,谢谢""},{""role"":""assistant"",""content"":""不客气""},{""role"":""assistant"",""content"":""很高兴为您服务,请问有什么可以帮您？""},{""role"":""user"",""content"":""我买这一款,质量要好一点吗？""}]","亲,这款质量很好哦,您可以放心购买。","亲,这款质量很好哦","17, 18","['问题：""质量怎么样"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""质量怎么样"", 答案：""一斤可以做很多次，具体次数需要根据您的使用量和制作方式而定""', '问题：""质量怎么样"", 答案：""质量很好的亲，可以参考评论区""', '问题：""有好点的吗？可换换"", 答案：""咱家商品质量没问题的哈个人口味问题""', '问题：""那买9.9合算？品质再好点有吗？"", 答案：""小麦胚芽，袋装是500g一袋，桶装是400g一桶，罐装是300g一罐。""']"
380,四包的共下单16包对吧？,"[{""role"":""user"",""content"":""四包的共下单16包对吧？""}]","亲,是的,一共下单16包哦~",亲 一共是16斤,18,"['问题：""我今天开了4包，本来想数下够的话，确认收货的11"", 答案：""稍等亲。这边核实一下哈""', '问题：""收到一箱四包"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""我下了4单你看好了我下的是不是12罐"", 答案：""没有没有看到您的订单亲""', '问题：""下单了四斤"", 答案：""亲，下单后48小时内会发货哦，具体发货时间以物流信息为准哈。""', '问题：""是不是少了一包两公斤么要有   4 包才对呀"", 答案：""亲，这边帮您联系快递核重，您稍等""']"
381,你们是一包1斤500克对吗,"[{""role"":""user"",""content"":""四包的共下单16包对吧？""},{""role"":""assistant"",""content"":""亲 一共是16斤""},{""role"":""user"",""content"":""你们是一包1斤500克对吗""}]","亲,我们是一包1斤500克哦~",亲 具体以您收到为准,18,"['问题：""你好一包多少克，"", 答案：""亲，一包是500克""', '问题：""一包是500克？在"", 答案：""亲，一包是500克哦~""', '问题：""你给我发的是500克的呀"", 答案：""对的""', '问题：""一斤一包哦"", 答案：""亲 粉水比例是1:6""', '问题：""一包几斤"", 答案：""1斤的""']"
382,"香芋,芒果,草莓,抹茶各3斤,牛奶4斤,共16斤","[{""role"":""user"",""content"":""四包的共下单16包对吧？""},{""role"":""assistant"",""content"":""亲 一共是16斤""},{""role"":""user"",""content"":""你们是一包1斤500克对吗""},{""role"":""assistant"",""content"":""亲 具体以您收到为准""},{""role"":""user"",""content"":""香芋,芒果,草莓,抹茶各3斤,牛奶4斤,共16斤""}]","亲,我们这边是16斤哦,一共是16包,每包1斤500克,您可以放心购买哦~",亲 您的两个订单分别需要什么口味 具体发下可以吗,"15, 18","['问题：""4斤，牛奶草莓芒果香芋各一斤"", 答案：""好的亲。下单后联系客服备注哈""', '问题：""香芋，芒果，草莓，牛奶各一斤"", 答案：""亲下单以后联系我们备注哈""', '问题：""芒果，草莓，香芋，牛奶各一斤"", 答案：""已备注""', '问题：""草莓四斤牛奶两斤芒果和香芋各一斤"", 答案：""已备注""', '问题：""巧克力1斤，草莓1斤，.芒果1斤，香芋1斤，抹茶1斤，牛奶1斤"", 答案：""好的 亲 已备注""']"
383,"香芋两斤,芒果3斤,草莓3斤,抹茶3斤,牛奶5斤,共16斤","[{""role"":""user"",""content"":""四包的共下单16包对吧？""},{""role"":""assistant"",""content"":""亲 一共是16斤""},{""role"":""user"",""content"":""你们是一包1斤500克对吗""},{""role"":""assistant"",""content"":""亲 具体以您收到为准""},{""role"":""user"",""content"":""香芋,芒果,草莓,抹茶各3斤,牛奶4斤,共16斤""},{""role"":""assistant"",""content"":""亲 您的两个订单分别需要什么口味 具体发下可以吗""},{""role"":""user"",""content"":""香芋两斤,芒果3斤,草莓3斤,抹茶3斤,牛奶5斤,共16斤""}]","亲亲,香芋两斤,芒果3斤,草莓3斤,抹茶3斤,牛奶5斤,共16斤哦~",亲 您的两个订单分别需要什么口味 具体发下可以吗,"15, 18","['问题：""4斤，牛奶草莓芒果香芋各一斤"", 答案：""好的亲。下单后联系客服备注哈""', '问题：""巧克力1斤，草莓1斤，.芒果1斤，香芋1斤，抹茶1斤，牛奶1斤"", 答案：""好的 亲 已备注""', '问题：""草莓2斤，抹茶2斤，香芋1斤，芒果1斤，巧克力1斤，双皮奶1斤下单了"", 答案：""亲 已备注""', '问题：""草莓四斤牛奶两斤芒果和香芋各一斤"", 答案：""已备注""', '问题：""香芋，芒果，草莓，牛奶各一斤"", 答案：""亲下单以后联系我们备注哈""']"
